lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n24010.sg01.s99.u02	Ter.	producere aliquem falsa spe	 Producere aliquem falsa spe 	 Enganar com esperanças falsas 	
usageExample:n24010.sg01.s99.u03	Cic.	producere aliquem	 Producere aliquem 	 Promover alguem á dignidade , ou demorar alguem 	
usageExample:n24028.sg01.s99.u01	Cic.	proferre diem scripti	 Proferre diem scripti 	 Pôr data posterior á carta 	
usageExample:n24028.sg01.s99.u02	Plaut.	proferre gradum	 Proferre gradum 	 Apressar - se 	
usageExample:n24046.sg01.s99.u01	Cic.	profligati homines	 Profligati homines 	 Dissipadores dos seus bens , vivendo mal 	
usageExample:n24048.sg01.s99.u01	Plin.	proflare iras	 Proflare iras 	 Assoprar , ou bufar de colera 	
usageExample:n24053.sg01.s99.u01	Cic.	profluere ad hominum famam	 Profluere ad hominum famam 	 Conseguir reputação , ou credito entre os homens 	
usageExample:n24054.sg01.s99.u01	Cels.	laborare profluuium	 Laborare profluvium 	 Estar doente de camaras 	
usageExample:n24062.sg01.s99.u01	Cic.	profundere animam	 Profundere animam 	 Morrer . 	
usageExample:n24062.sg01.s99.u02	Cic.	profundere uitam	 Profundere vitam 	 Morrer 	
usageExample:n24062.sg01.s99.u03	Cic.	profundere clamorem	 Profundere clamorem 	 Bradar muito , gritar excessivamente 	
usageExample:n24062.sg01.s99.u04	Cic.	profundere se totum in aliquem	 Profundere se totum in aliquem 	 Declarar - se inteiramente a favor de alguem 	
usageExample:n24103.sg01.s99.u01	Virg.	proiicere se	 Projicere se 	 Desanimar - se 	
usageExample:n24103.sg01.s99.u02	Cic.	proiicere tectum	 Projicere tectum 	 Fazer saccadas no telhado 	
usageExample:n24105.sg01.s99.u01	Cic.	proinde ac	 Proinde ac 	 Como se 	
usageExample:n24106.sg01.s99.u01	Cic.	prolabi longius	 Prolabi longius 	 Extender - se mais no discurso 	
usageExample:n24111.sg01.s99.u01	Cic.	prolatio rerum	 Prolatio rerum 	 Tempo de ferias , ou em que se não administrão negocios publicos 	
usageExample:n24138.sg01.s99.u01	Hor.	prolutus multa uappa	 Prolutus multa vappa 	 Que bebeo muito vinho roim 	
usageExample:n24164.sg01.s99.u01	Liv.	promittere barbam	 Promittere barbam 	 Deixar crescer a barba 	
usageExample:n24164.sg01.s99.u02	Cic.	promittere damni infecti	 Promittere damni infecti 	 Dar palavra de resarcir o damno que se póde fazer 	
usageExample:n24164.sg01.s99.u03	Plin.	promittere se	 Promittere se 	 Mostrar o fruto , fallando das arvores 	
usageExample:n24173.sg01.s99.u01	Plaut.	promptuaria cella	 Promptuaria cella 	 Dispensa 	
usageExample:n24174.sg01.s99.u01	Cic.	esse in promptu	 Esse in promptu 	 Estar á mão , ser manifesto , evidente , & c 	
usageExample:n24205.sg01.s99.u01	Tac.	pronis auribus accipere	 Pronis auribus accipere 	 Ouvir com facilidade , ou de boamente 	
usageExample:n24205.sg01.s99.u02	Stat.	dies prona	 Dies prona 	 Tarde 	
usageExample:n24210.sg01.s99.u01	Col.	uitis propagata	 Vitis propagata 	 Cepa lançada de mergulhia 	
usageExample:n24227.sg01.s99.u01	Plaut.	propensa munera	 Propensa munera 	 Presentes sumptuosos 	
usageExample:n24298.sg01.s99.u01	Sen.	prorogatiua fulmina	 Prorogativa fulmina 	 Raios , cujos funestos agouros se podem prorogar , mas não evitar 	
usageExample:n24306.sg01.s99.u01	Cic.	prorupta audacia	 Prorupta audacia 	 Atrevimento temerario , que se despenha em toda a sorte de maldades 	
usageExample:n24332.sg01.s99.u01	Cic.	prosequi aliquem uerbis uehementioribus	 Prosequi aliquem verbis vehementioribus 	 Tratar alguem com palavras asperas 	
usageExample:n24332.sg01.s99.u02	Cic.	prosequi laudes alicuius ad cantum	 Prosequi laudes alicujus ad cantum 	 Cantar os louvores de alguem 	
usageExample:n24332.sg01.s99.u03	Cic.	prosequi mortuos lacrimis	 Prosequi mortuos lacrimis 	 Chorar pelos mortos 	
usageExample:n24332.sg01.s99.u04	Virg.	prosequi uersu	 Prosequi versu 	 Tratar em verso 	
usageExample:n24358.sg01.s99.u01	Sen.	prospicere senectutem	 Prospicere senectutem 	 Estar chegando á velhice 	
usageExample:n24369.sg01.s99.u01	Ovid.	prostituere uocem foro	 Prostituere vocem foro 	 Ser letrado por interesse , usar da eloquencia por dinheiro 	
usageExample:n24376.sg01.s99.u01	Virg.	prosubigere terram pede	 Prosubigere terram pede 	 Fazer cova com os pés na terra , ou na lama , falla do porco , quando se quer enlodar 	
usageExample:n24376.sg01.s99.u02	Val. Flac.	prosubigere fulmina	 Prosubigere fulmina 	 Forjar raios 	
usageExample:n24384.sg01.s99.u01	Ter.	protelare aliquem saeuis dictis	 Protelare aliquem saevis dictis 	 Dizer affrontas a alguem 	
usageExample:n24395.sg01.s99.u01	Hor.	proterui uenti	 Protervi venti 	 Ventos impetuosos , furacões 	
usageExample:n24420.sg01.s99.u01	Cic.	prouehere uitam suam in periculum	 Provehere vitam suam in periculum 	 Arriscar a sua vida , expolla a perigo 	
usageExample:n24431.sg01.s99.u01	Cic.	prouidere in posterum	 Providere in posterum 	 Precaver o futuro 	
usageExample:n24431.sg01.s99.u02	Caes.	prouidere rei frumentariae	 Providere rei frumentariae 	 Prover se , ou fazer provimento de trigo . 	
usageExample:n24431.sg01.s99.u03	Caes.	prouidere rem frumentariam	 Providere rem frumentariam 	 Prover se , ou fazer provimento de trigo 	
usageExample:n24431.sg01.s99.u04	A. ad Her.	prouidere rationibus suis ex aliorum euentibus	 Providere rationibus suis ex aliorum eventibus 	 Dar ordem á sua vida , ou aos seus negocios , escarmentado pelo que vê succeder aos outros 	
usageExample:n24431.sg01.s99.u05	Cic.	prouisum est rationibus multis, ne & c	 Provisum est rationibus multis , ne & c 	 Tem - se dado muitas providencias , para que não , & c 	
usageExample:n24431.sg01.s99.u06	Plaut.	non hercle te prouideram	 Non hercle te provideram 	 Em verdade que não tinha reparado em ti , ou advertido que estavas aqui 	
usageExample:n24433.sg01.s99.u01	Cic.	prouinciam decernere	 Provinciam decernere 	 Votar em alguem para ir por Governador de huma Provincia 	
usageExample:n24433.sg01.s99.u02	Ter.	prouinciam tradere alicui	 Provinciam tradere alicui 	 Commetter algum negocio a alguem 	
usageExample:n24433.sg01.s99.u03	Ter.	prouinciam duram capere	 Provinciam duram capere 	 Encarregar - se de huma cousa muito penosa 	
usageExample:n24449.sg01.s99.u01	Liv.	prouocare aliquem ad certamen	 Provocare aliquem ad certamen 	 Desafiar alguem para brigar . 	
usageExample:n24449.sg01.s99.u02	Cic.	prouocare aliquem ad pugnam	 Provocare aliquem ad pugnam 	 Desafiar alguem para brigar 	
usageExample:n24449.sg01.s99.u03	Plaut.	prouocare aliquem in aleam	 Provocare aliquem in aleam 	 Convidallo a jogar 	
usageExample:n24449.sg01.s99.u04	Cic.	prouocare aliquem iniuriis	 Provocare aliquem injuriis 	 Descompollo , dizer - lhe injurias 	
usageExample:n24449.sg01.s99.u05	Quinct.	elegia graecos quoque prouocamus	 Elegia Graecos quoque provocamus 	 Podemos competir com os Gregos sobre quem melhor compõe a Elegia 	
usageExample:n24451.sg01.s99.u01	Liv.	prouoluere se	 Provolvere se 	 Prostrar - se aos pés de alguem . 	
usageExample:n24451.sg01.s99.u02	Liv.	prouolui ad genua alicuius	 provolvi ad genua alicujus 	 Prostrar - se aos pés de alguem 	
usageExample:n24451.sg01.s99.u03	Tac.	prouolui fortunis	 Provolvi fortunis 	 Quebrar , fallir de credito 	
usageExample:n24454.sg01.s99.u01	Hor.	prout cuique libido est	 Prout cuique libido est 	 Segundo se antoja , ou dá no appetite a cada hum 	
usageExample:n24454.sg01.s99.u02	Cic.	prout hominis facultates ferebant	 Prout hominis facultates ferebant 	 Á medida das posses daquelle homem 	
usageExample:n24460.sg01.s99.u01	Sall.	proxime hispaniam mauri sunt	 Proxime Hispaniam Mauri sunt 	 Os Mouros habitão junto da Hespanha 	
usageExample:n24460.sg01.s99.u02	Cic.	proxime accedere ad uerum	 Proxime accedere ad verum 	 Approximar - se muito á verdade 	
usageExample:n24465.sg01.s99.u01	Ter.	proximis his mensibus	 Proximis his mensibus 	 Nestes derradeiros mezes 	
usageExample:n24465.sg01.s99.u02	Varr.	nobis omnium proximus	 Nobis omnium proximus 	 O mais favoravel para nós 	
usageExample:n24465.sg01.s99.u03	Cic.	proximus a postremo	 Proximus a postremo 	 O penultimo 	
usageExample:n24465.sg01.s99.u04	Ter.	eamus ad me, ibi proximum est, ubi mutes	 Eamus ad me , ibi proximum est , ubi mutes 	 Vamos a minha casa , que he o sitio mais vizinho , onde podes mudar de vestido 	
usageExample:n24465.sg01.s99.u05	Plaut.	e proximo	 E proximo 	 Na vizinhança . 	
usageExample:n24465.sg01.s99.u06	Nep.	ex proximo	 ex proximo 	 Na vizinhança 	
usageExample:n24465.sg01.s99.u07	Cic.	in proximo	 In proximo 	 Aqui perto 	
usageExample:n24466.sg01.s99.u01	Col.	agriculationis prudens uir	 Agriculationis prudens vir 	 Homem muito intelligente na agricultura 	
usageExample:n24466.sg01.s99.u02	Plin.	omitto prudens	 Omitto prudens 	 De proposito passo isto por alto 	
usageExample:n24488.sg01.s99.u01	Cic.	psecade natus	 Psecade natus 	 Homem de humilde nascimento 	
usageExample:n24536.sg01.s99.u01	Virg.	pubentes genae	 Pubentes genae 	 Faces , em que começa a apontar a barba 	
usageExample:n24547.sg01.s99.u01	Plin. Jun.	publicare librum	 Publicare librum 	 Dar hum livro ao publico 	
usageExample:n24547.sg01.s99.u02	Plaut.	publicare corpus suum	 Publicare corpus suum 	 Prostituir - se 	
usageExample:n24547.sg01.s99.u03	Sen.	publicare fortunam suam	 Publicare fortunam suam 	 Communicar aos outros a sua prosperidade 	
usageExample:n24547.sg01.s99.u04	Suet.	publicare se	 Publicare se 	 Deixar - se ver , mostrar - se ao publico 	
usageExample:n24547.sg01.s99.u05	Liv.	publicare crimen	 Publicare crimen 	 Fazer todo hum povo complice em algum delicto 	
usageExample:n24549.sg01.s99.u01	Sall.	publica fides	 Publica fides 	 Passaporte , salvoconduto 	
usageExample:n24549.sg01.s99.u02	Ovid.	publica uerba	 Publica verba 	 Cumprimentos , palavras de ceremonia 	
usageExample:n24549.sg01.s99.u03	Plin.	publicum omnium est	 Publicum omnium est 	 He commum a todos 	
usageExample:n24556.sg01.s99.u01	Stat.	dies pudibunda	 Dies pudibunda 	 Madrugada , quando o Ceo parece encarnado 	
usageExample:n24559.sg01.s99.u01	Ovid.	fidem pudicam sollicitare donis	 Fidem pudicam sollicitare donis 	 Sollicitar huma mulher honesta , offerecendo - lhe dadivas 	
usageExample:n24560.sg01.s99.u01	Ter.	pudor patris	 Pudor patris 	 Respeito , que se tem ao pai 	
usageExample:n24560.sg01.s99.u02	Ovid.	adest nominibus pudor	 Adest nominibus pudor 	 São nomes deshonestos 	
usageExample:n24560.sg01.s99.u03	Ovid.	rapere pudorem puellae	 Rapere pudorem puellae 	 Forçar huma donzella 	
usageExample:n24577.sg01.s99.u01	Tac.	mulier puerperii insignis	 Mulier puerperii insignis 	 Mulher affamada por seus muitos filhos 	
usageExample:n24593.sg01.s99.u01	Cic.	ó pugionem plumbeum	 Ó pugionem plumbeum 	 Ó razões futeis ! 	
usageExample:n24595.sg01.s99.u01	Cic.	pugnam committere	 Pugnam committere 	 Pelejar , combater , brigar . 	
usageExample:n24595.sg01.s99.u02	Nep.	pugnam facere	 Pugnam facere 	 Pelejar , combater , brigar . 	
usageExample:n24595.sg01.s99.u03	Caes.	pugna decertare	 Pugna decertare 	 Pelejar , combater , brigar 	
usageExample:n24596.sg01.s99.u01	Quinct.	pugnacitas argumentorum	 Pugnacitas argumentorum 	 Contradicção dos argumentos , ou calor na disputa 	
usageExample:n24602.sg01.s99.u01	Ovid.	ignis aquae pugnax	 Ignis aquae pugnax 	 Fogo contrario á agoa 	
usageExample:n24602.sg01.s99.u02	Plin. Jun.	oratio pugnax	 Oratio pugnax 	 Discurso vehemente , e contencioso 	
usageExample:n24605.sg01.s99.u01	Cic.	pugnare pro aliquo	 Pugnare pro aliquo 	 Defender alguem 	
usageExample:n24605.sg01.s99.u02	Hor.	pugnare secum	 Pugnare secum 	 Contradizer - se 	
usageExample:n24605.sg01.s99.u03	Cic.	pugnare aliquid	 Pugnare aliquid 	 Contender a respeito de alguma cousa 	
usageExample:n24605.sg01.s99.u04	Cic.	cum eorum uita mirabiliter pugnat oratio	 Cum eorum vita mirabiliter pugnat oratio 	 O seu fallar he summamente opposto ao seu procedimento 	
usageExample:n24605.sg01.s99.u05	Ter.	pugnaueris	 Pugnaveris 	 Farás huma grande cousa 	
usageExample:n24606.sg01.s99.u01	Plaut.	pugnis aliquem caedere	 Pugnis aliquem caedere 	 Dar punhadas em alguem . 	
usageExample:n24606.sg01.s99.u02	Cic.	pugnis aliquem conscindere	 Pugnis aliquem conscindere 	 Dar punhadas em alguem . 	
usageExample:n24606.sg01.s99.u03	Plaut.	pugnos in aliquem impingere	 Pugnos in aliquem impingere 	 Dar punhadas em alguem . 	
usageExample:n24606.sg01.s99.u04	Plaut.	pugnos in aliquem ingerere	 Pugnos in aliquem ingerere 	 Dar punhadas em alguem 	
usageExample:n24609.sg01.s99.u01	Cic.	mihi pulchre est	 Mihi pulchre est 	 Tudo me corre felizmente 	
usageExample:n24619.sg01.s99.u01	Quinct.	pullata turba	 Pullata turba 	 Povo miudo , gente de capa parda 	
usageExample:n24643.sg01.s99.u01	Virg.	pulsare lyram	 Pulsare lyram 	 Ticar cithara 	
usageExample:n24643.sg01.s99.u02	Hor.	pulsare pede libero puluerem	 Pulsare pede libero pulverem 	 Bailar 	
usageExample:n24644.sg01.s99.u01	Tac.	pulsus uenarum	 Pulsus venarum 	 Pulso , batedura das veias 	
usageExample:n24644.sg01.s99.u02	Cic.	pulsus imaginum	 Pulsus imaginum 	 Impressão das especies nos sentidos 	
usageExample:n24654.sg01.s99.u01	Plin.	puluerare se	 Pulverare se 	 Espojar - se na poeira 	
usageExample:n24663.sg01.s99.u01	Cic.	puluis eruditus	 Pulvis eruditus 	 Pó sobre que os Geometras trassavão as figuras para as suas demonstrações 	
usageExample:n24663.sg01.s99.u02	Gell.	sine puluere	 Sine pulvere 	 Sem difficuldade 	
usageExample:n24663.sg01.s99.u03	Hor.	puluis, & umbra sumus	 Pulvis , & umbra sumus 	 Não somos mais que pó , e sombra 	
usageExample:n24664.sg01.s99.u01	Plaut.	auferre aliquid cum puluisculo	 Auferre aliquid cum pulvisculo 	 Levar tudo a barrisco , ou sem deixar nem se quer o pó 	
usageExample:n24665.sg01.s99.u01	Juv.	pumice leuis	 Pumice levis 	 Molle , effeminado 	
usageExample:n24665.sg01.s99.u02	Plaut. apud Prov.	a pumice aquam quaerere	 A pumice aquam quaerere 	 Pertender de alguem o impossivel 	
usageExample:n24678.sg01.s99.u01	Cic.	puncto temporis	 Puncto temporis 	 Em hum instante . 	
usageExample:n24678.sg01.s99.u02	Hor.	puncto horae	 Puncto horae 	 Em hum instante . 	
usageExample:n24678.sg01.s99.u03	Lucr.	puncto tempore	 Puncto tempore 	 Em hum instante 	
usageExample:n24681.sg01.s99.u01	Cic.	epistola illa ita me pupugit, ut, & c	 Epistola illa ita me pupugit , ut , & c 	 Aquella carta de modo me affligiu , que , & c 	
usageExample:n24684.sg01.s99.u01	Plin.	punica arbor	 Punica arbor 	 Romeira 	
usageExample:n24685.sg01.s99.u01	Liv.	punire capite	 Punire capite 	 Castigar com a morte . 	
usageExample:n24685.sg01.s99.u02	Plin. Jun.	punire morte	 Punire morte 	 Castigar com a morte 	
usageExample:n24685.sg01.s99.u03	Cic.	punire dolorem	 Punire dolorem 	 Satisfazer ao seu sentimento 	
usageExample:n24700.sg01.s99.u01	Plaut.	pure habere	 Pure habere 	 Abster - se do coito 	
usageExample:n24704.sg01.s99.u01	Cic.	purgatio alui	 Purgatio alvi 	 Despejo do ventre 	
usageExample:n24705.sg01.s99.u01	Hor.	purgatus morbi	 Purgatus morbi 	 Livre , ou convalescido de huma doença 	
usageExample:n24707.sg01.s99.u01	Cic.	purgare aluum	 Purgare alvum 	 Purgar - se 	
usageExample:n24707.sg01.s99.u02	Suet.	purgare rationes	 Purgare rationes 	 Liquidar as contas 	
usageExample:n24707.sg01.s99.u03	Cic.	purgare se alicui	 Purgare se alicui 	 Desculpar - se perante alguem a respeito de alguma cousa . 	
usageExample:n24707.sg01.s99.u04	Cic.	purgare apud aliquem de re aliqua	 Purgare apud aliquem de re aliqua 	 Desculpar - se perante alguem a respeito de alguma cousa 	
usageExample:n24707.sg01.s99.u05	Plin.	purgare fastidium	 Purgare fastidium 	 Dar remedio para tirar o fastio 	
usageExample:n24707.sg01.s99.u06	Cic.	purgare crimen	 Purgare crimen 	 Desfazer hum crime , justificar - se delle 	
usageExample:n24707.sg01.s99.u07	Sil. Ital.	purgare nefas	 Purgare nefas 	 Expiar hum delicto 	
usageExample:n24707.sg01.s99.u08	Ovid.	purgare arua ligonibus	 Purgare arva ligonibus 	 Esmoitar os campos 	
usageExample:n24714.sg01.s99.u01	Plin.	purpura uiolacea	 Purpura violacea 	 Purpura aviolada , ou roxa 	
usageExample:n24714.sg01.s99.u02	Flor.	purpura septima	 Purpura septima 	 Setimo consulado 	
usageExample:n24718.sg01.s99.u01	Hor.	purpurei olores	 Purpurei olores 	 Cisnes de huma alvura mui brilhante 	
usageExample:n24718.sg01.s99.u02	Virg.	purpureus color	 Purpureus color 	 Côr da purpura 	
usageExample:n24718.sg01.s99.u03	Virg.	animam purpuream uomere	 Animam purpuream vomere 	 Morrer esgotando - se em sangue 	
usageExample:n24718.sg01.s99.u04	Hor.	purpurei tyranni	 Purpurei Tyranni 	 Tyrannos vestidos de purpura 	
usageExample:n24718.sg01.s99.u05	Hor.	purpurei olores	 Purpurei olores 	 Cisnes de huma brilhante alvura 	
usageExample:n24718.sg01.s99.u06	Phaedr.	nix purpurea	 Nix purpurea 	 Neve alvissima , e como scintillante 	
usageExample:n24718.sg01.s99.u07	Virg.	purpureum lumen iuuentae	 Purpureum lumen juventae 	 Belleza , ou lustre da mocidade 	
usageExample:n24718.sg01.s99.u08	Virg.	purpureum mare	 Purpureum mare 	 Mar de azul resplandecente 	
usageExample:n24718.sg01.s99.u09	Virg.	purpureum uer	 Purpureum ver 	 Primavera formosa , cheia de flores 	
usageExample:n24724.sg01.s99.u01	Virg.	hasta pura	 Hasta pura 	 Lança sem ferro 	
usageExample:n24724.sg01.s99.u02	Plaut.	pura uasa	 Pura vasa 	 Vasos lizos , sem lavor 	
usageExample:n24724.sg01.s99.u03	Ter.	pura oratio	 Pura oratio 	 Discurso claro , perceptivel 	
usageExample:n24724.sg01.s99.u04	Cic.	iudicium purum	 Judicium purum 	 Juizo definitivo , e sem restricção 	
usageExample:n24729.sg01.s99.u01	Cic.	animi illud est pusilli	 Animi illud est pusilli 	 Proprio he aquillo de hum pusillanime 	
usageExample:n24729.sg01.s99.u02	Cic.	pusillum laxamenti habere	 Pusillum laxamenti habere 	 Ter algum pequeno allivio 	
usageExample:n24729.sg01.s99.u03	Plin. Jun.	pusillum intelligere	 Pusillum intelligere 	 Entender hum pouco 	
usageExample:n24739.sg01.s99.u01	Plin.	putamina ouorum	 Putamina ovorum 	 Cascas dos ovos 	
usageExample:n24739.sg01.s99.u02	Plin.	putamina testudinum	 Putamina testudinum 	 Conchas das tartarugas 	
usageExample:n24739.sg01.s99.u03	Plaut. Prov.	nucleum sumere, pignori relinquere putamina	 Nucleum sumere , pignori relinquere putamina 	 Aproveitar - se do melhor , e deixar como por descargo de consciencia o ruim 	
usageExample:n24747.sg01.s99.u01	Hor.	putere mero	 Putere mero 	 Cheirar a vinho 	
usageExample:n24761.sg01.s99.u01	Cic.	putare cum aliquo argumentis	 Putare cum aliquo argumentis 	 Disputar com alguem 	
usageExample:n24761.sg01.s99.u02	Plaut.	putare rationem secum	 Putare rationem secum 	 Considerar , meditar 	
usageExample:n24761.sg01.s99.u03	Cic.	putare aliquem in aliquo numero	 Putare aliquem in aliquo numero 	 Estimar alguem , fazer delle apreço 	
usageExample:n24761.sg01.s99.u04	Varr.	putare rationem cum aliquo	 Putare rationem cum aliquo 	 Ajustar , ou liquidar contas com alguem 	
usageExample:n24770.sg01.s99.u01	Stat.	arenae putres	 Arenae putres 	 Arêas finas , e por isso incommodas aos caminhantes 	
usageExample:n24772.sg01.s99.u01	Plaut.	purus putus est ipsus	 Purus putus est ipsus 	 He elle mesmo em pessoa 	
usageExample:n24772.sg01.s99.u02	Plaut.	purus putus sycophanta est	 Purus putus sycophanta est 	 He hum famoso impostor , he hum fino vilhaco 	
usageExample:n24772.sg01.s99.u03	Gell.	purum putum argentum	 Purum putum argentum 	 Prata sem liga . nem fezes 	
usageExample:n24772.sg01.s99.u04	Cic.	putissimae orationes	 Putissimae orationes 	 Discursos muito apurados , e trabalhados 	
