ontolex.LexicalSense	lexicog.usageExample	lexinfo.frequency	lexinfo.note	rdfs.comment	rdfs.label.en	rdfs.label.la	rdfs.label.pt	skos.definition.la	skos.definition.pt	skos.note
lexicalSense:n15250.sg01.s01							Nos dez rodios desafiaremos dez naos. 		 Nos dez rodios desafiaremos dez naos . 	Isto se dirâ dos que confiã muito em suas forças. Tomou do dito de hum soldado fantesioso que posera dez homẽs contra dez naos.
lexicalSense:n15251.sg01.s01							Cousa nossa		 Cousa nossa 	
lexicalSense:n15252.sg01.s01							Homem da nossa massa. he semelhante a nos. 		 Homem da nossa massa . he semelhante a nos . 	como farinha com farinha.
lexicalSense:n15253.sg01.s01							Com as penas das nossas asas somos tomados. s. dos nossos nos vẽ ho mal. 		 Com as penas das nossas asas somos tomados . s . dos nossos nos vẽ ho mal . 	Isto disse a aguia quando vio as penas da seta com que foy ferida.
lexicalSense:n15254.sg01.s01							cousa da nossa terra. ou seita		 cousa da nossa terra . ou seita 	
lexicalSense:n15255.sg01.s01							Por nossa mesma culpa		 Por nossa mesma culpa 	
lexicalSense:n15256.sg01.s01							A marca. ou letra		 A marca . ou letra 	
lexicalSense:n15257.sg01.s01							Da mesma marca. 		 Da mesma marca . 	Tomou da moeda que he toda de hũa marca.
lexicalSense:n15258.sg01.s01							Escreuer por cifras		 Escreuer por cifras 	
lexicalSense:n15259.sg01.s01							Escreuer o que outro diz		 Escreuer o que outro diz 	
lexicalSense:n15260.sg01.s01							Ho notayro		 Ho notayro 	
lexicalSense:n15261.sg01.s01							Ho notar		 Ho notar 	
lexicalSense:n15262.sg01.s01							Cousa bastarda		 Cousa bastarda 	
lexicalSense:n15263.sg01.s01							Ser notorio		 Ser notorio 	
lexicalSense:n15264.sg01.s01							Ho conhecimento		 Ho conhecimento 	
lexicalSense:n15265.sg01.s01							Notificar		 Notificar 	
lexicalSense:n15266.sg01.s01							Ho conhecimento		 Ho conhecimento 	
lexicalSense:n15267.sg01.s01							Infamar. ou tachar		 Infamar . ou tachar 	
lexicalSense:n15268.sg01.s01							Ho vento vendaual		 Ho vento vendaual 	
lexicalSense:n15269.sg01.s01							Ho filho bastardo		 Ho filho bastardo 	
lexicalSense:n15270.sg01.s01							Ho sinal		 Ho sinal 	
lexicalSense:n15271.sg01.s01							A naualha		 A naualha 	
lexicalSense:n15272.sg01.s01										Dir-se-ha dos que vam fazer mal. & vém com a cabeça quebrada. porque a naualha se vem a cair na mão do barbeiro nã he por teu bem.
lexicalSense:n15273.sg01.s01							Ho campo nouamente roto pera laurar		 Ho campo nouamente roto pera laurar 	
lexicalSense:n15274.sg01.s01							Cousa deste cãpo		 Cousa deste cãpo 	
lexicalSense:n15275.sg01.s01						idem quod nouale		 idem quod nouale 		
lexicalSense:n15276.sg01.s01							A noyua		 A noyua 	
lexicalSense:n15277.sg01.s01							Começo de verão quãdo vẽm as andorinhas		 Começo de verão quãdo vẽm as andorinhas 	
lexicalSense:n15278.sg01.s01							Ho mel ha de ser nouo. & ho vinho velho		 Ho mel ha de ser nouo . & ho vinho velho 	
lexicalSense:n15279.sg01.s01							A ennouação		 A ennouação 	
lexicalSense:n15280.sg01.s01							Ho ennouador		 Ho ennouador 	
lexicalSense:n15281.sg01.s01							A ennouadora		 A ennouadora 	
lexicalSense:n15282.sg01.s01							Os bacelos		 Os bacelos 	
lexicalSense:n15283.sg01.s01							A vinha de bacelos. bacelo		 A vinha de bacelos . bacelo 	
lexicalSense:n15284.sg01.s01							Por bacelos		 Por bacelos 	
lexicalSense:n15285.sg01.s01							Ho por bacelos		 Ho por bacelos 	
lexicalSense:n15286.sg01.s01							Cousa noua		 Cousa noua 	
lexicalSense:n15287.sg01.s01							Noue		 Noue 	
lexicalSense:n15288.sg01.s01							Ho mes de nouẽbro		 Ho mes de nouẽbro 	
lexicalSense:n15289.sg01.s01							Cousa do mes de Nouẽbro		 Cousa do mes de Nouẽbro 	
lexicalSense:n15290.sg01.s01							Cada noue. ou de noue em noue		 Cada noue . ou de noue em noue 	
lexicalSense:n15291.sg01.s01							Noue dias. ou nouenas deuaçam		 Noue dias . ou nouenas deuaçam 	
lexicalSense:n15292.sg01.s01							Cousa de noue dias. ou nouenas		 Cousa de noue dias . ou nouenas 	
lexicalSense:n15293.sg01.s01							As nouenas		 As nouenas 	
lexicalSense:n15294.sg01.s01							Fazer obras de madrasta		 Fazer obras de madrasta 	
lexicalSense:n15295.sg01.s01							A madrastra		 A madrastra 	
lexicalSense:n15296.sg01.s01							Cousa de madrasta		 Cousa de madrasta 	
lexicalSense:n15297.sg01.s01							Odio de madrasta		 Odio de madrasta 	
lexicalSense:n15298.sg01.s01							Conhecer		 Conhecer 	
lexicalSense:n15299.sg01.s01							Moeda noua		 Moeda noua 	
lexicalSense:n15300.sg01.s01										Dir-se-ha dos que sam iguaes ẽ maldades que hũ se conhece cõ outro. como foi Simõ è Nicõ ambos grãdes velhacos. que por darem olhado a quanto viam. lhe chamaram. s. homẽs de mao olhado.
lexicalSense:n15301.sg01.s01							Cousa nouel		 Cousa nouel 	
lexicalSense:n15302.sg01.s01							Besta nouel		 Besta nouel 	
lexicalSense:n15303.sg01.s01							Ho escrauo nouel		 Ho escrauo nouel 	
lexicalSense:n15304.sg01.s01							Ho frade nouel		 Ho frade nouel 	
lexicalSense:n15305.sg01.s01							Noue vezes		 Noue vezes 	
lexicalSense:n15306.sg01.s01							A lũa noua		 A lũa noua 	
lexicalSense:n15307.sg01.s01							A nouidade		 A nouidade 	
lexicalSense:n15308.sg01.s01							Todas as cousas nouas parecem bem		 Todas as cousas nouas parecem bem 	
lexicalSense:n15309.sg01.s01							Isto sabe Pylea & Tyttigias. 		 Isto sabe Pylea & Tyttigias . 	Isto se diraa do que vem a ser rico por furtos. como foy Tyttigias. que tudo quanto furtaua leuaua a vender a Pylea. lugar de Arcadia.
lexicalSense:n15310.sg01.s01										Isto se diraa do muito velho que vio mal & bem.
lexicalSense:n15311.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n15312.sg01.s01							Ennouar		 Ennouar 	
lexicalSense:n15313.sg01.s01							Se tomares amigos nouos. nam te esqueças dos velhos. 		 Se tomares amigos nouos . nam te esqueças dos velhos . 	Dâ a entender. que se fores a outras sciẽcias. não te esqueças das letras humanas.
lexicalSense:n15314.sg01.s01							Nouamente		 Nouamente 	
lexicalSense:n15315.sg01.s01							Cousa noua		 Cousa noua 	
lexicalSense:n15316.sg01.s01							Pindurar joeyra noua em estaca noua. 		 Pindurar joeyra noua em estaca noua . 	Dir-se-ha dos que inuentão nouidades.
lexicalSense:n15317.sg01.s01							A noyte		 A noyte 	
lexicalSense:n15318.sg01.s01										Se diram os males que nos acometem. como noyte de inuerno.
lexicalSense:n15319.sg01.s01							A meya noyte		 A meya noyte 	
lexicalSense:n15320.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n15321.sg01.s01							Ho dano. ou pena		 Ho dano . ou pena 	
lexicalSense:n15322.sg01.s01							Dar ho escrauo polo dano que fez		 Dar ho escrauo polo dano que fez 	
lexicalSense:n15323.sg01.s01							Cousa de dano. ou pena		 Cousa de dano . ou pena 	
lexicalSense:n15324.sg01.s01							Ho peccado ou culpa		 Ho peccado ou culpa 	
lexicalSense:n15325.sg01.s01							Cousa culpada		 Cousa culpada 	
lexicalSense:n15326.sg01.s01							A nubem		 A nubem 	
lexicalSense:n15327.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n15328.sg01.s01							Cousa que traz nuuẽs		 Cousa que traz nuuẽs 	
lexicalSense:n15329.sg01.s01							Cousa que afugenta as nuuẽs		 Cousa que afugenta as nuuẽs 	
lexicalSense:n15330.sg01.s01							Ho gêrado da nubem		 Ho gêrado da nubem 	
lexicalSense:n15331.sg01.s01							Os centauros		 Os centauros 	
lexicalSense:n15332.sg01.s01							A casa da eyra		 A casa da eyra 	
lexicalSense:n15333.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n15334.sg01.s01							Ho ajuntador de nubẽs		 Ho ajuntador de nubẽs 	
lexicalSense:n15335.sg01.s01							Cousa que ajunta nuuẽs		 Cousa que ajunta nuuẽs 	
lexicalSense:n15336.sg01.s01							Moça casadoura		 Moça casadoura 	
lexicalSense:n15337.sg01.s01							Fazer escuro a outrem		 Fazer escuro a outrem 	
lexicalSense:n15338.sg01.s01							Cousa chea de nuuẽs		 Cousa chea de nuuẽs 	
lexicalSense:n15339.sg01.s01							A escuridade		 A escuridade 	
lexicalSense:n15340.sg01.s01							Casar a molher		 Casar a molher 	
lexicalSense:n15341.sg01.s01							Cousa ennuuiada		 Cousa ennuuiada 	
lexicalSense:n15342.sg01.s01							A pinha		 A pinha 	
lexicalSense:n15343.sg01.s01							A nogada		 A nogada 	
lexicalSense:n15344.sg01.s01							Deyxar de ser menino		 Deyxar de ser menino 	
lexicalSense:n15345.sg01.s01							Nam daria por isso hũa noz podre. 		 Nam daria por isso hũa noz podre . 	Dir-se-ha das cousas que estimamos em pouco.
lexicalSense:n15346.sg01.s01							Quebre a noz quem quiser comer o grão della. 		 Quebre a noz quem quiser comer o grão della . 	Dá a entender. que quem não trabalha. não tem de comer.
lexicalSense:n15347.sg01.s01							Cousa de nozes		 Cousa de nozes 	
lexicalSense:n15348.sg01.s01							Ho miolo da noz. ou da fruyta seca		 Ho miolo da noz . ou da fruyta seca 	
lexicalSense:n15349.sg01.s01							Perdi ho miolo da noz & deyxou-me em pinhor as cascas. 		 Perdi ho miolo da noz & deyxou - me em pinhor as cascas . 	Dir-se-ha dos que perdem ho milhor. & fica-lhes ho pior.
lexicalSense:n15350.sg01.s01							A noz		 A noz 	
lexicalSense:n15351.sg01.s01							Cousa despida		 Cousa despida 	
lexicalSense:n15352.sg01.s01							As graças pintão-se nuas. 		 As graças pintão - se nuas . 	porque a boa obra que se fizer nã ha de ser por interese. ou porque as amizades hão de ser singelas & nã dobradas.
lexicalSense:n15353.sg01.s01							Antontem		 Antontem 	
lexicalSense:n15354.sg01.s01							Ha quatro dias		 Ha quatro dias 	
lexicalSense:n15355.sg01.s01							Ha sete dias		 Ha sete dias 	
lexicalSense:n15356.sg01.s01							Ha treze dias		 Ha treze dias 	
lexicalSense:n15357.sg01.s01							Ha dezasete dias		 Ha dezasete dias 	
lexicalSense:n15358.sg01.s01							Mais nú que hũ paosinho esburgado. 		 Mais nú que hũ paosinho esburgado . 	Dir-se-ha do que he pobre em estremo.
lexicalSense:n15359.sg01.s01							Ho mesmo. 		 Ho mesmo . 	porque lebres he a pelle da cobra.
lexicalSense:n15360.sg01.s01							Ho enquipul dos Iudeus		 Ho enquipul dos Iudeus 	
lexicalSense:n15361.sg01.s01							A nueza		 A nueza 	
lexicalSense:n15362.sg01.s01							Despir		 Despir 	
lexicalSense:n15363.sg01.s01							Andar com a cabeça descuberta. s. nam ter vergonha. 		 Andar com a cabeça descuberta . s . nam ter vergonha . 	por nam termos cometida cousa. porque deuamos andar embuçados.
lexicalSense:n15364.sg01.s01							Encomendas ao nû que vigie. 		 Encomendas ao nû que vigie . 	Dir-se-ha dos que dam algum cargo a quem não pode fazer. porque ho nû não pode vigiar por amor do frio da noyte.
lexicalSense:n15365.sg01.s01							Tirar ho vestido a quem anda nû. s. esperar proueyto de quem não tem que dar		 Tirar ho vestido a quem anda nû . s . esperar proueyto de quem não tem que dar 	
lexicalSense:n15366.sg01.s01							Cousa nua		 Cousa nua 	
lexicalSense:n15367.sg01.s01							Ho nú nem de cem varões pode ser roubado. s. o que nada tem nada pode dar por mais que saltem com elle		 Ho nú nem de cem varões pode ser roubado . s . o que nada tem nada pode dar por mais que saltem com elle 	
lexicalSense:n15368.sg01.s01							Nû como quãdo ho pario sua mãy. 		 Nû como quãdo ho pario sua mãy . 	Dir-se-ha dos que sam muyto pobres. que não tem mais de seu que quando naceram.
lexicalSense:n15369.sg01.s01							As vaydades		 As vaydades 	
lexicalSense:n15370.sg01.s01										Se dirã as cousas leues & de pouco preço.
lexicalSense:n15371.sg01.s01										Se chamam as injurias leues. como sam as que dizem nos theatros aos chocarreyros & refiães que entram nas comedias.
lexicalSense:n15372.sg01.s01							Mentir. ou fazer cousas de pouca sustancia		 Mentir . ou fazer cousas de pouca sustancia 	
lexicalSense:n15373.sg01.s01							As vaydades. ou mentiras		 As vaydades . ou mentiras 	
lexicalSense:n15374.sg01.s01							Cousa de vaydade		 Cousa de vaydade 	
lexicalSense:n15375.sg01.s01							Ho mentiroso		 Ho mentiroso 	
lexicalSense:n15376.sg01.s01							Mentir		 Mentir 	
lexicalSense:n15377.sg01.s01							Ho mentiroso		 Ho mentiroso 	
lexicalSense:n15378.sg01.s01							A mentirosa		 A mentirosa 	
lexicalSense:n15379.sg01.s01							Cousa de mẽtiroso		 Cousa de mẽtiroso 	
lexicalSense:n15380.sg01.s01							Cousa mentirosa		 Cousa mentirosa 	
lexicalSense:n15381.sg01.s01							A mentira		 A mentira 	
lexicalSense:n15382.sg01.s01							Mentirosamente		 Mentirosamente 	
lexicalSense:n15383.sg01.s01							Cousa que traz nouas mentiras		 Cousa que traz nouas mentiras 	
lexicalSense:n15384.sg01.s01							Ho porta nouas		 Ho porta nouas 	
lexicalSense:n15385.sg01.s01							Em nenhũa maneyra		 Em nenhũa maneyra 	
lexicalSense:n15386.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n15387.sg01.s01							Nenhum		 Nenhum 	
lexicalSense:n15388.sg01.s01						pro non. 		 pro non . 		Dixit Terentius.
lexicalSense:n15389.sg01.s01							Morto sou. perdido sou. acabou-se		 Morto sou . perdido sou . acabou - se 	
lexicalSense:n15390.sg01.s01							Homẽs aluos pera nada prestam. senão os pretos		 Homẽs aluos pera nada prestam . senão os pretos 	
lexicalSense:n15391.sg01.s01										Dir-se-ha do que emprega todos seus membros em furtar.
lexicalSense:n15392.sg01.s01										Dir-se-ha do que nunca conhecemos nem vimos.
lexicalSense:n15393.sg01.s01										Isto chamaremos a todo ho homem rico & abastado que a ninguem ha mister. como he Deos.
lexicalSense:n15394.sg01.s01							Nam ser tido em conta		 Nam ser tido em conta 	
lexicalSense:n15395.sg01.s01							A nenhum fito atirar. 		 A nenhum fito atirar . 	Dir-se-ha dos que nam tem certeza em suas cousas nẽ proposito.
lexicalSense:n15396.sg01.s01										Isto se dira pola pobreza. ou polla onzena. as quaes sam piores alimarias de todas. como se disessemos. nenhũa alimaria he mais destroydora. ou que alimaria ahi mais pestilencial.
lexicalSense:n15397.sg01.s01							Escrauos não hão de estar ociosos		 Escrauos não hão de estar ociosos 	
lexicalSense:n15398.sg01.s01							Nam ahi differença. 		 Nam ahi differença . 	Dir-se-ha do que tudo tem polo mesmo conuem a saber bo & mao. sabio. enganador sam. & doente.
lexicalSense:n15399.sg01.s01							Não ahi dia que de todo em todo seja mao. ou pera hũa cousa. ou pera a outra. posto que os Astrologos digam auer dias ditosos. & dias mofinos. 		 Não ahi dia que de todo em todo seja mao . ou pera hũa cousa . ou pera a outra . posto que os Astrologos digam auer dias ditosos . & dias mofinos . 	porque pera bem obrar nam ahi mao dia.
lexicalSense:n15400.sg01.s01							Quem barato quer comprar. nam comera bom bocado		 Quem barato quer comprar . nam comera bom bocado 	
lexicalSense:n15401.sg01.s01							Nenhũ peyxe grande he mao		 Nenhũ peyxe grande he mao 	
lexicalSense:n15402.sg01.s01							Polla ventura		 Polla ventura 	
lexicalSense:n15403.sg01.s01							Ho collar de ferro		 Ho collar de ferro 	
lexicalSense:n15404.sg01.s01							A diuindade		 A diuindade 	
lexicalSense:n15405.sg01.s01							Contar por numeros		 Contar por numeros 	
lexicalSense:n15406.sg01.s01							Cousa que se pode cõtar		 Cousa que se pode cõtar 	
lexicalSense:n15407.sg01.s01							Ho contar		 Ho contar 	
lexicalSense:n15408.sg01.s01							Podendo-se contar		 Podendo - se contar 	
lexicalSense:n15409.sg01.s01							Por numeros		 Por numeros 	
lexicalSense:n15410.sg01.s01							Ho numero		 Ho numero 	
lexicalSense:n15411.sg01.s01							Ho par		 Ho par 	
lexicalSense:n15412.sg01.s01							Os nones		 Os nones 	
lexicalSense:n15413.sg01.s01							Cousa de numero		 Cousa de numero 	
lexicalSense:n15414.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n15415.sg01.s01							Mais escuramente que os numeros de Platão. 		 Mais escuramente que os numeros de Platão . 	Dir-se-ha das cousas más de entender. como he a obra de Platão sobre os numeros de Pytagoras.
lexicalSense:n15416.sg01.s01							Falar prestesmente. ou breue		 Falar prestesmente . ou breue 	
lexicalSense:n15417.sg01.s01										Se dizem os velhacos & necios.
lexicalSense:n15418.sg01.s01							Cousa de muyto numero		 Cousa de muyto numero 	
lexicalSense:n15419.sg01.s01							Com grãde numero		 Com grãde numero 	
lexicalSense:n15420.sg01.s01							Cousa perfeyta		 Cousa perfeyta 	
lexicalSense:n15421.sg01.s01							Ser perfeyta		 Ser perfeyta 	
lexicalSense:n15422.sg01.s01							A galinha mourisca		 A galinha mourisca 	
lexicalSense:n15423.sg01.s01							A marmore trazida de Africa		 A marmore trazida de Africa 	
lexicalSense:n15424.sg01.s01							A ira de deos nam se pode euitar		 A ira de deos nam se pode euitar 	
lexicalSense:n15425.sg01.s01							Ho momo. ou moeda		 Ho momo . ou moeda 	
lexicalSense:n15426.sg01.s01							Cousa de dinheyro		 Cousa de dinheyro 	
lexicalSense:n15427.sg01.s01							Ho juyz peyteyro		 Ho juyz peyteyro 	
lexicalSense:n15428.sg01.s01							Cousa rica de dinheyro		 Cousa rica de dinheyro 	
lexicalSense:n15429.sg01.s01							Ho dinheyro		 Ho dinheyro 	
lexicalSense:n15430.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n15431.sg01.s01							A moeda falsa		 A moeda falsa 	
lexicalSense:n15432.sg01.s01							Cousa de muyto numero		 Cousa de muyto numero 	
lexicalSense:n15433.sg01.s01							vẽder por casi nada		 vẽder por casi nada 	
lexicalSense:n15434.sg01.s01							Não fiarey delle hũ dinheiro de chumbo. 		 Não fiarey delle hũ dinheiro de chumbo . 	Dir-se-ha de aquelles. que não tem credito.
lexicalSense:n15435.sg01.s01							Nã tem ceitil de seu. 		 Nã tem ceitil de seu . 	Dir-se-ha dos pobres que nam tem ainda hũa moeda de chumbo.
lexicalSense:n15436.sg01.s01							Ho cambeador		 Ho cambeador 	
lexicalSense:n15437.sg01.s01							Dinheiro de couro		 Dinheiro de couro 	
lexicalSense:n15438.sg01.s01							Agora		 Agora 	
lexicalSense:n15439.sg01.s01							Agora queria eu escapar. que pera ho diante eu me guardarey		 Agora queria eu escapar . que pera ho diante eu me guardarey 	
lexicalSense:n15440.sg01.s01										Dir-se-ha dos que vierão a ver bem por cayrem em algum desastre. como foy Zeno. que por se lhe perder toda sua fazenda no mar. veyo a ser grande Philosopho.
