lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n1491.sg01.s99.u16		habeo polliceri, audire, & c	 Habeo polliceri , audire , & c 		i, possum.
usageExample:n1491.sg01.s99.u17		omnia susque, deque habet, uel fert	 Omnia susque , deque habet , vel fert 	 tudo leva com igual animo , de nada se lhe dá 	
usageExample:n1491.sg01.s99.u18		habeo omnem rem	 Habeo omnem rem 	 entendo tudo 	
usageExample:n1491.sg01.s99.u19		habendum est	 habendum est 		i, intelligendum.
usageExample:n1491.sg01.s99.u20		habeto	 Habeto 		i, ita tibi persuadeto.
usageExample:n1494.sg01.s99.u01		in aqua, uel aqua, uel aquae habere	 In aqua , vel aqua , vel aquae habere 		est ita implicari negotio aliquo, ut nequeat se explicare.
usageExample:n1497.sg22.s99.u01		halcyonii dies	 Halcyonij dies 	 dias serenos , em que estas aves poem os ovos , e tiraõ 	
usageExample:n1503.sg01.s01.u01		aquam à, uel è, uel ex, uel de fonte haurire	 Aquam à , vel è , vel ex , vel de fonte haurire 		
usageExample:n1503.sg01.s02.u01		opes urbium, uel urbes opibus haurire	 Opes urbium , vel urbes opibus haurire 		
usageExample:n1503.sg01.s99.u01	Apud Virg.	uocem auribus hausi	 Vocem auribus hausi 		id est, audivi
usageExample:n1503.sg01.s99.u02	Apud Virg.	hausit coelum	 hausit coelum 		aspexit
usageExample:n1503.sg01.s99.u03	Apud Virg.	latus haurit	 latus haurit 		vulnerat
usageExample:n1503.sg01.s99.u04	Apud Virg.	sol hauserat orbem, absoluerat	 Sol hauserat orbem , absolverat 	 tinha acabado o seu curso 	
usageExample:n1503.sg01.s99.u05	Apud Virg.	haurit corda pauor	 haurit corda pavor 		defatigat
usageExample:n1503.sg01.s99.u06	Apud Virg.	supplicia hausurum	 supplicia hausurum 	 que hade levar os castigos 	pro hausturum
usageExample:n1509.sg01.s99.u01		helloboro tibi opus est	 Helloboro tibi opus est 	 estais doudo 	
usageExample:n1522.sg10.s99.u01		hîccine?	 Hîccine ? 	 aqui porventura ? 	
usageExample:n1529.sg01.s99.u01		praeconium hipponacteum	 Praeconium Hipponacteum 		apud Cic. pro infami nota.
usageExample:n1541.sg01.s99.u01	Apud Virg.	aris imponat honorem	 Aris imponat honorem 		id est, sacrificia, vel odores
usageExample:n1541.sg01.s99.u02		ductoribus addit honores	 ductoribus addit honores 		i, praemia
usageExample:n1541.sg01.s99.u03		oculis afflârat honores	 oculis afflârat honores 		i, pulchritudinem
usageExample:n1541.sg01.s99.u04		mortis honos	 mortis honos 		i, sepultura.
usageExample:n1541.sg01.s99.u05		praefari honorem, uel auribus habere honorem	 Praefari honorem , vel auribus habere honorem 		dicimus, cùm rem turpem dicturi veniam à praesentibus precamur.
usageExample:n1552.sg01.s99.u01		huc malorum	 Huc malorum 	 a estes males 	
usageExample:n1563.sg01.s99.u01		gradum, atque aditum ad caetera iacere	 Gradum , atque aditum ad caetera jacere 	 dar principio , pôr em dia 	
usageExample:n1573.sg01.s01.u01		icere foedus	 Icere foedus 	 fazer concerto 	
usageExample:n1584.sg01.s99.u01		ignis sacer	 Ignis sacer 	 erisipéla 	
usageExample:n1585.sg01.s01.u01		gestare anulum iermanis ignominiosum putabatur	 Gestare anulum Jermanis ignominiosum putabatur 		
usageExample:n1587.sg01.s02.u01		iliade prolixiús	 Iliade prolixiús 	 Obra muito extensa 	
usageExample:n1587.sg01.s02.u02		ilias malorum	 Ilias malorum 	 grande calamidade 	
usageExample:n1593.sg01.s99.u01		illacrymabilis	 Illacrymabilis 	 cousa , que se naõ move com lagrimas 	
usageExample:n1597.sg01.s01.u01		nauem scopulis, uel in scopulos illisit	 Navem scopulis , vel in scopulos illisit 		
usageExample:n1597.sg01.s01.u02		dentem illidere alicui	 Dentem illidere alicui 	 morder 	
usageExample:n1600.sg01.s01.u01		sagittas ueneno, uel uenenum sagittis illinere	 Sagittas veneno , vel venenum sagittis illinere 		
usageExample:n1600.sg01.s01.u02		pennis uiscum illinunt aues	 Pennis viscum illinunt aves 		
usageExample:n1604.sg01.s01.u01		uestes auro illusae	 Vestes auro illusae 	 lavrados com ouro 	apud Virg.
usageExample:n1607.sg01.s99.u01		imagines	 Imagines 		pro Nobilitate, apud Virg.
usageExample:n1607.sg01.s99.u02		seruans sub imagine falcem	 Servans sub imagine falcem 		id est, sub vagina quae est velúti imago rei, quam claudit.
usageExample:n1618.sg01.s99.u01		ludere par impar	 Ludere par impar 	 jogar pares , e nones 	
usageExample:n1619.sg01.s01.u01		impedire se plagis, uel in plagas	 Impedire se plagis , vel in plagas 		
usageExample:n1620.sg01.s99.u01		impellere remis	 Impellere remis 	 apertar com os remos 	i, urgere
usageExample:n1621.sg01.s01.u01		gladius setâ equinâ appensus, morsque impendet capiti tuo	 Gladius setâ equinâ appensus , morsque impendet capiti tuo 		
usageExample:n1622.sg01.s01.u01		rebus, uel in rebus uanis, uel in res uanas pecuniam impendere	 Rebus , vel in rebus vanis , vel in res vanas pecuniam impendere 		
usageExample:n1624.sg01.s01.u01		rerum imperitus	 Rerum imperitus 		
usageExample:n1625.sg01.s99.u01		imperare populo tributum, arma, pecuniam	 Imperare populo tributum , arma , pecuniam 	 pôr tributo , obrigar a dar armas , etc 	
usageExample:n1626.sg01.s99.u01		salute aliquem, uel salutem alicui impertire	 Salute aliquem , vel salutem alicui impertire 	 saudar 	
usageExample:n1626.sg10.s01.u01		impertiri ciuitatem alicui	 Impertiri civitatem alicui 	 fazer cidadaõ 	
usageExample:n1629.sg01.s01.u01		impingere caput parieti, nauem scopulis	 Impingere caput parieti , navem scopulis 		
usageExample:n1629.sg01.s01.u02		dicam alicui impingere, uel scribere	 Dicam alicui impingere , vel scribere 	 chamar alguem a juizo para armar demanda 	
usageExample:n1630.sg01.s99.u01		implere officium suum	 Implere officium suum 	 fazer sua obrigaçaõ 	
usageExample:n1631.sg01.s99.u01		caput ad speculum implicare	 Caput ad speculum implicare 	 ornar 	
usageExample:n1632.sg01.s01.u01		auxilium ab aliquo implorare	 Auxilium ab aliquo implorare 		
usageExample:n1632.sg01.s01.u02		fidem alicuius implorare	 Fidem alicujus implorare 	 invocar o auxilio de alguem 	
usageExample:n1632.sg01.s01.u03		implorare aliquem, remp. & c	 implorare aliquem , Remp . & c 		
usageExample:n1633.sg01.s99.u01		imponere onus alicui	 Imponere onus alicui 	 pôr obrigaçaõ 	
usageExample:n1634.sg01.s01.u01		urbi, uel in urbem importare frumentum, pestem, cladem, & c	 Urbi , vel in urbem importare frumentum , pestem , cladem , & c 		
usageExample:n1635.sg01.s01.u01		locus machinationibus importunus	 Locus machinationibus importunus 		
usageExample:n1636.sg01.s01.u01		impos animi, uel sui	 impos animi , vel sui 	 o que naõ está em si 	
usageExample:n1636.sg01.s01.u02		impos uoti	 Impos voti 	 o que naõ alcançou , o que desejava 	
usageExample:n1637.sg01.s01.u01		diras alicui imprecari	 Diras alicui imprecari 	 praguejar 	
usageExample:n1639.sg01.s01.u01		dei notitiam hominum menti, uel in mente, uel in mentem natura impressit	 Dei notitiam hominum menti , vel in mente , vel in mentem natura impressit 		
usageExample:n1639.sg10.s99.u01		impresionem facere, uel dare	 Impresionem facere , vel dare 	 avançar 	
usageExample:n1640.sg01.s99.u01		improuida tela passiuè	 Improvida tela passivè 		i, non praevisa, apud Plin.
usageExample:n1643.sg10.s01.u01		impune nasci nullum contigit	 Impune nasci nullum contigit 		
usageExample:n1643.sg10.s01.u02		furi delictum impune non sit	 furi delictum impune non sit 		
usageExample:n1643.sg10.s01.u03	Apud Virg.	ramus impune uidemus uertere, & c	 ramus impune videmus Vertere , & c 		i, sine detrimento.
usageExample:n1646.sg01.s01.u01		receptus est in urbem	 Receptus est in urbem 		
usageExample:n1646.sg01.s01.u02		cecidit in pedes, & c	 cecidit in pedes , & c 		
usageExample:n1646.sg01.s02.u01		sum in templo	 Sum in templo 		
usageExample:n1646.sg01.s02.u02		deambulo in foro	 deambulo in foro 		
usageExample:n1646.sg01.s03.u01		laudare in os	 Laudare in os 	 louvar em presença 	
usageExample:n1646.sg01.s03.u02		in uos exempla fient, uel edentur	 In vos exempla fient , vel edentur 	 em vos se daraõ exemplos ; em vòs escarmentaráõ os outras 	
usageExample:n1646.sg01.s03.u03		in contrarium	 In contrarium 	 em contrario 	
usageExample:n1646.sg01.s04.u01		apponere dapes in mensam	 Apponere dapes in mensam 	 na mesa , ou sobre a mesa 	
usageExample:n1646.sg01.s05.u01		in lucem	 In lucem 	 até á manhaá 	
usageExample:n1646.sg01.s06.u01		portus curuatur in arcum	 Portus curvatur in arcum 	 em arco , ou á maneira de arco 	
usageExample:n1646.sg01.s07.u01		da mihi operam in hunc diem	 Da mihi operam in hunc diem 	 ajudai me por este dia , ou por hoje 	
usageExample:n1646.sg01.s07.u02		indies, uel in dies singulos	 Indies , vel in dies singulos 	 cada vez mais , ou por todos os dias 	
usageExample:n1646.sg01.s07.u03		in horam, & in horas	 In horam , & in horas 		
usageExample:n1646.sg01.s07.u04		nummos diuidere in uiros	 Nummos dividere in viros 	 pelos homens 	
usageExample:n1646.sg01.s08.u01		in paucis diebus	 In paucis diebus 	 dentro de poucos dias 	
usageExample:n1647.sg01.s01.u01		regio scopulis inaccessa nautis	 Regio scopulis inaccessa nautis 		
usageExample:n1654.sg01.s01.u01		maledictis aliquem incessere	 Maledictis aliquem incessere 		
usageExample:n1654.sg01.s01.u02		timor me incessit, uel mihi	 Timor me incessit , vel mihi 		
usageExample:n1654.sg01.s01.u03		pestilentia in urbes incessit	 Pestilentia in urbes incessit 	 entrou a peste 	
usageExample:n1656.sg01.s01.u01		uerba inchoatiua	 Verba Inchoativa 		
usageExample:n1657.sg01.s02.u01		mentio, uel quaestio incidit	 Mentio , vel quaestio incidit 		
usageExample:n1657.sg01.s99.u01		in errorem incidere, in latrones	 In errorem incidere , in latrones 	 cahir em erro , em maõ de ladroens 	
usageExample:n1658.sg01.s99.u01		marmore litteras incidere	 Marmore litteras incidere 	 esculpir , gravar , entalhar 	
usageExample:n1660.sg01.s01.u01		munitae se urbi includere; in urbe	 Munitae se urbi includere ; in urbe 		
usageExample:n1664.sg01.s99.u01		aliquem auaritiae, uel potiùs alicuius auaritiam increpare	 Aliquem avaritiae , vel potiùs alicujus avaritiam increpare 	 accusar , reprehender com aspereza , e estrondo 	
usageExample:n1669.sg01.s01.u01		dux in confertissimos hostes incurrit	 Dux in confertissimos hostes incurrit 		
usageExample:n1669.sg01.s02.u01		natalis domini in diem, uel diei lunae incurrit	 Natalis Domini in diem , vel diei Lunae incurrit 	 o natal cahio á 2 . feira 	
usageExample:n1669.sg01.s99.u01		in aliquem incurrere	 In aliquem incurrere 	 encontrar , ou marrar com alguem 	
usageExample:n1669.sg01.s99.u02		incurrere in oculos	 Incurrere in oculos 		dicitur id, quod non intentis oculis, & cum quadam offensione videmus.
usageExample:n1669.sg01.s99.u03		crimen, uel in crimen incurrere	 Crimen , vel in crimen incurrere 	 encorrer 	
usageExample:n1669.sg01.s99.u04		agros incurrere	 Agros incurrere 	 fazer carreiras , ou pilhagens pelos campos inimigos 	
usageExample:n1669.sg01.s99.u05		ager in agrum incurrit	 Ager in agrum incurrit 	 encontra - se , está junto hum campo a outro 	
usageExample:n1670.sg01.s01.u01		aciem, uel in aciem incursare	 Aciem , vel in aciem incursare 		
usageExample:n1670.sg01.s01.u02		rerum imagines oculis, uoces auribus incursant	 Rerum imagines oculis , voces auribus incursant 	 occorrem frequentemente 	
usageExample:n1673.sg01.s01.u01		scipionem in caput alterius incutere	 Scipionem in caput alterius incutere 	 dar com o bordaõ 	
usageExample:n1673.sg01.s01.u02		colaphum seruo	 Colaphum servo 	 dar bofetada 	
usageExample:n1673.sg01.s01.u03		terrorem, metum, uime alicui incutere, immittere	 Terrorem , metum , vime alicui incutere , immittere 		
usageExample:n1680.sg01.s01.u01		bellum hostibus, uel uoluptatibus indicere	 Bellum hostibus , vel voluptatibus indicere 		
usageExample:n1683.sg01.s01.u01		malo uirum pecuniâ, quàm pecuniam uiro indigentem, uel pecuniae	 Malo virum pecuniâ , quàm pecuniam viro indigentem , vel pecuniae 		
usageExample:n1687.sg01.s01.u01		ori cibum indere, uel in os	 Ori cibum indere , vel in os 		
usageExample:n1687.sg01.s01.u02		aegrotante in os cibum indere	 Aegrotante in os cibum indere 		
usageExample:n1687.sg01.s99.u01		seruis compedes indere	 Servis compedes indere 	 lançar grilhoens 	
usageExample:n1687.sg01.s99.u02		nomen urbi indere	 nomen urbi indere 	 por nome 	
usageExample:n1689.sg01.s01.u01		libris indormire	 Libris indormire 		
usageExample:n1689.sg01.s01.u02		causae indormire	 Causae indormire 	 tratar o negocio froxamente 	
usageExample:n1691.sg01.s01.u01		pugnâ, uel otius in pugnam equites inducere	 Pugnâ , vel otius in pugnam equites inducere 		
usageExample:n1691.sg01.s02.u01		animum, uel in animum inducere suum	 Animum , vel in animum inducere suum 	 persuadir - se 	
usageExample:n1691.sg01.s99.u01		colorem inducere picturae	 Colorem inducere picturae 	 dar cor á pintura 	
usageExample:n1691.sg01.s99.u02		inducere arenatum	 Inducere arenatum 	 rebocar 	
usageExample:n1691.sg01.s99.u03		inducere marmoratum	 Inducere marmoratum 	 estofar 	
usageExample:n1691.sg01.s99.u04		inducere tectorium	 Inducere tectorium 	 cayar 	
usageExample:n1692.sg01.s01.u01		peccatis & desiderio petentis indulgere	 Peccatis & desiderio petentis indulgere 		
usageExample:n1692.sg01.s02.u01		genio indulgere	 genio indulgere 	 dar - se á boa vida 	
usageExample:n1692.sg01.s02.u02		studiis indulgere	 studiis indulgere 	 applicar - se aos estudos 	
usageExample:n1692.sg01.s02.u03		ualetudini indulgere	 valetudini indulgere 	 attentar pela saude 	
usageExample:n1692.sg01.s03.u01		nomem oratoriis, uel ciuitatem alicui indulgere	 Nomem oratoriis , vel civitatem alicui indulgere 		
usageExample:n1693.sg01.s01.u01		arma sibi, uel se armis induere	 Arma sibi , vel se armis induere 		
usageExample:n1693.sg01.s01.u02		calceos, torquem, & c, sibi induere	 Calceos , torquem , & c , sibi induere 	 calçar os çapatos , pôr o collar , etc 	
usageExample:n1693.sg01.s01.u03		anulum digito	 anulum digito 	 meter o annel no dedo 	
usageExample:n1693.sg01.s01.u04		personam alicuius	 personam alicujus 		i, assumere.
usageExample:n1693.sg01.s01.u05		induere se in rem aliquam	 Induere se in rem aliquam 	 converter - se em alguma cousa 	
usageExample:n1693.sg01.s02.u01		in laqueos se induere	 In laqueos se induere 		
usageExample:n1693.sg01.s03.u01		induere se hastis	 Induere se hastis 		
usageExample:n1695.sg10.s99.u01		stellae inerrantes	 stellae inerrantes 		i, fixae.
usageExample:n1696.sg01.s01.u01		nihil inexpertum tibi est	 Nihil inexpertum tibi est 		
usageExample:n1696.sg01.s01.u02		inexpertus ad laborem	 Inexpertus ad laborem 		
usageExample:n1698.sg01.s01.u01		homicidii aliquem infamare	 Homicidij aliquem infamare 		
usageExample:n1705.sg01.s01.u01		padus nulli amnium claritate inferior	 Padus nulli amnium claritate inferior 		
usageExample:n1705.sg01.s01.u02		hoc maiestate regia inferius est	 Hoc majestate regia inferius est 		
usageExample:n1707.sg01.s01.u01		reliquias tumulo inferre	 Reliquias tumulo inferre 		
usageExample:n1707.sg01.s01.u02		conuersa signa inferre	 Conversa signa inferre 		i, contra ferre
usageExample:n1707.sg01.s01.u03		bellum, uel arma alicui inferre	 Bellum , vel arma alicui inferre 	 fazer , ou emprender guerra contra alguem 	
usageExample:n1707.sg01.s01.u04		manus inferre	 manus inferre 		id est, injicere
usageExample:n1707.sg01.s01.u05		crimen inferre	 crimen inferre 		i, objicere.
usageExample:n1708.sg20.s99.u01		uiae hostibus infestae	 Viae hostibus infestae 	 caminhos infestados , ou cercados dos inimigos 	
usageExample:n1708.sg20.s99.u02		habere mare infestum	 Habere mare infestum 	 ter o mar tomado , e cercado com latrocinios 	
usageExample:n1709.sg01.s01.u01		ire inficias	 Ire inficias 	 negar 	
usageExample:n1712.sg01.s01.u01		gladium hosti in pectus infigere	 Gladium hosti in pectus infigere 		
usageExample:n1714.sg01.s01.u01		urbi, uel in urbem barbarorum colluuies influxit	 Urbi , vel in urbem barbarorum colluvies influxit 		
usageExample:n1716.sg01.s01.u01		sors mea mihi informis	 Sors mea mihi informis 		
usageExample:n1719.sg01.s01.u01		sale ulceri infricare	 Sale ulceri infricare 		
usageExample:n1720.sg01.s01.u01		uulneri, uel in uulnere balsamum infundere	 Vulneri , vel in vulnere balsamum infundere 		
usageExample:n1721.sg01.s01.u01		labore ingemere	 Labore ingemere 		
usageExample:n1722.sg01.s01.u01		deus homini beatitudinis appetitum ingenerauit	 Deus homini beatitudinis appetitum ingeneravit 		
usageExample:n1723.sg01.s01.u02		ingens uirium	 Ingens virium 		
usageExample:n1724.sg01.s01.u01		periculis se ingessit	 Periculis se ingessit 		
usageExample:n1724.sg01.s01.u02		aquam febricitante ingerere	 Aquam febricitante ingerere 	 dar agoa , ao que tem febre 	
usageExample:n1724.sg01.s01.u03		dicta in aliquem, uel alicui ingerere	 Dicta in aliquem , vel alicui ingerere 	 injuriar com palavras , dizer contumelias 	
usageExample:n1726.sg01.s01.u01		beneficii, uel beneficio ingratus	 Beneficij , vel beneficio ingratus 		
usageExample:n1726.sg01.s01.u02		ingratus in, uel aduersùs deum	 Ingratus in , vel adversùs Deum 	 ingrato para com Deos 	
usageExample:n1726.sg01.s02.u01		uulgo, ad, uel in uulgus ingratus	 Vulgo , ad , vel in vulgus ingratus 		
usageExample:n1727.sg01.s99.u01		ingrauescit annona	 Ingravescit annona 	 vaõ encarecendo os mantimentos cada vez mais 	
usageExample:n1728.sg01.s01.u01		uiam, uel in uiam ingredi	 Viam , vel in viam Ingredi 		
usageExample:n1729.sg01.s01.u01		morbi ingruunt in homines, uel hominibus	 Morbi ingruunt in homines , vel hominibus 		
usageExample:n1729.sg01.s99.u01		ingruit pestis, fames, tempestas, & c	 Ingruit pestis , fames , tempestas , & c 	 vai - se embravecendo , ou accrescentando mais a peste , etc 	
usageExample:n1735.sg01.s01.u01		iniicere se in ignem	 Injicere se in ignem 		
usageExample:n1735.sg01.s99.u01		manum alicui iniicere	 Manum alicui injicere 	 pegar de alguem 	
usageExample:n1735.sg01.s99.u02		iniicere manus	 injicere manus 	 lançar maõ da cousa , que conhecemos por nossa 	
usageExample:n1735.sg01.s99.u03		manûs iniectio	 manûs injectio 		est jus domini in re sua vendicanda.
usageExample:n1735.sg01.s99.u04		metum, & fugam alicui iniicere	 Metum , & fugam alicui injicere 	 meter medo , fazer fugir 	
usageExample:n1737.sg01.s01.u01		locus iniquus	 Locus iniquus 		i, non planus.
usageExample:n1737.sg01.s02.u02	Apud Virg.	iniquo pondere	 Iniquo pondere 		i, magno
usageExample:n1737.sg01.s99.u01		iniquis spatiis	 iniquis spatiis 	 apertados , estreitos 	id est, angustis
